slug,earning_after_first_date,expense_after_first_date,earning_after_first_expense,expense_after_first_expense
popcorn-nantes/popcorn-nantes,50.0,0.0,,
popcorn-nantes/popcorn-starter,50.0,0.0,,
fekr/postagga,,,,
Paxa/postbird,,,,
preactjs/preact,12526.5,-4260.04,2940.0,-220.0
developit/preact,12526.5,-4260.04,2940.0,-220.0
sventschui/preact-ssr-prepass,12526.5,-4260.04,2940.0,-220.0
projectM-visualizer/projectm,185.0,0.0,,
etewiah/property_web_builder,40.0,0.0,,
RealEstateWebTools/property_web_scraper,40.0,0.0,,
etewiah/pwb-themes-base,40.0,0.0,,
opencollective/opencollective,,,,
GetPublii/Publii,1849.0,0.0,,
jadejs/jade,765.0,-516.1,1035.0,-200.0
PumpkinDB/PumpkinDB,315.0,-98.45,175.0,-87.44
kblok/puppeteer-sharp,92.0,0.0,,
casbin/pycasbin,,,,
QubesOS/qubesos.github.io,14844.12,-4150.0,1042.0,-1250.0
kanryu/quickviewer,,,,
Radarr/Radarr,2135.0,0.0,,
RagtagOpen/bidwire,3335.0,-2207.0,860.0,-838.0
char0n/ramda-adjunct,,,,
terkelg/ramme,,,,
Sly777/ran,,,,
activerecord-hackery/ransack,900.0,-600.0,100.0,-600.0
rbytr/rbytr,,,,
securingsincity/react-ace,45.0,0.0,,
kriasoft/react-app,,,,
react-boilerplate/react-boilerplate,6947.0,-654.0,102.0,-25.0
silentcicero/react-dapp-boilerplate,6947.0,-654.0,102.0,-25.0
SilentCicero/react-dapp-boilerplate,6947.0,-654.0,102.0,-25.0
Dattaya/react-boilerplate-object,6947.0,-654.0,102.0,-25.0
draftapps/frontend,6947.0,-654.0,102.0,-25.0
grommet/grommet-react-boilerplate,6947.0,-654.0,102.0,-25.0
joehua87/redux-crud-example,6947.0,-654.0,102.0,-25.0
andykenward/react-boilerplate-no-router,6947.0,-654.0,102.0,-25.0
club-react/react-boilerplate-material-ui,6947.0,-654.0,102.0,-25.0
chaddoy/react-antd-boilerplate,6947.0,-654.0,102.0,-25.0
kondoSoft/react-car-rental,6947.0,-654.0,102.0,-25.0
adl1995/4chan-react-clone,6947.0,-654.0,102.0,-25.0
WeiFei365/react-boilerplate-3.5.0,6947.0,-654.0,102.0,-25.0
sean-stanley/dndCombat,6947.0,-654.0,102.0,-25.0
damaera/produktif,6947.0,-654.0,102.0,-25.0
BeautifulTrouble/beautifulrising-client,6947.0,-654.0,102.0,-25.0
bitriddler/react-tutorials,6947.0,-654.0,102.0,-25.0
boogunote/mevoco-client,6947.0,-654.0,102.0,-25.0
jfairbank/_redux-saga-router_5,6947.0,-654.0,102.0,-25.0
luuquangminh/google_book_react_redux_saga,6947.0,-654.0,102.0,-25.0
foodbutton/website-react,6947.0,-654.0,102.0,-25.0
dcarneiro/my-react-boilerplate,6947.0,-654.0,102.0,-25.0
haf/optimistic,6947.0,-654.0,102.0,-25.0
schnelleio/redux-saga-offline-images,6947.0,-654.0,102.0,-25.0
JumpLao/react-boilerplate-antd,6947.0,-654.0,102.0,-25.0
wojtekmaj/react-calendar,,,,
ReactExpert/react-calendar-master,,,,
wojtekmaj/react-date-picker,6.0,0.0,,
react-dropzone/react-dropzone,106.0,0.0,,
kriasoft/react-firebase-starter,1100.0,-781.2,50.0,-434.0
kriasoft/react-static-boilerplate,1100.0,-781.2,50.0,-434.0
gaearon/react-hot-loader,415.0,-230.0,445.0,-230.0
mohitk05/react-insta-stories,,,,
wojtekmaj/react-lifecycle-methods-diagram,,,,
react-native-community/react-native-camera,729.0,0.0,149.0,-500.0
jhen0409/react-native-debugger,62.0,0.0,,
react-native-training/react-native-elements,1704.0,-670.0,1014.0,-75.0
invertase/react-native-firebase,1039.0,0.0,58.0,-150.0
invertase/react-native-firebase-starter,1039.0,0.0,58.0,-150.0
invertase/denque,1039.0,0.0,58.0,-150.0
invertase/react-native-gradle-plugin,1039.0,0.0,58.0,-150.0
invertase/sails-firebase-auth,1039.0,0.0,58.0,-150.0
invertase/firebase-firestore-fields,1039.0,0.0,58.0,-150.0
invertase/puppeteer-pool,1039.0,0.0,58.0,-150.0
getdersim/mobil,1039.0,0.0,58.0,-150.0
hd4niel/spektrumapp,1039.0,0.0,58.0,-150.0
benjefferies/nanotifyapp,1039.0,0.0,58.0,-150.0
invertase/docker-react-native-firebase-android,1039.0,0.0,58.0,-150.0
dooboolab/react-native-iap,,,,
eraydemirok/react-native-iap-248,110.0,0.0,,
ivpusic/react-native-image-crop-picker,379.0,-280.0,29.0,-280.0
PowerMobileWeb/react-native-image-crop-picker,379.0,-280.0,29.0,-280.0
wwx193433/react-native-beauti-image-picker,379.0,-280.0,29.0,-280.0
brh55/react-native-masonry,,,,
moaazsidat/react-native-qrcode-scanner,,,,
idibidiart/react-native-responsive-grid,,,,
aksonov/react-native-router-flux,532.0,0.0,,
sunnylqm/react-native-storage,,,,
diegomura/react-pdf,1362.0,-88.0,1263.0,-1200.0
wojtekmaj/react-pdf,1.0,0.0,,
energydrink9/react-popper-dropdown,,,,
Atyantik/react-pwa,210.0,-120.0,74.0,-100.0
Atyantik/pawjs,210.0,-120.0,74.0,-100.0
Atyantik/example-pawjs-redux,,,,
Atyantik/example-pawjs-material-ui,,,,
Atyantik/example-pawjs-semantic-ui,,,,
Atyantik/example-pawjs-ant-design,,,,
Atyantik/example-pawjs-tailwind,,,,
Atyantik/example-pawjs-redux-saga,,,,
Atyantik/example-pawjs-auth,,,,
Atyantik/example-pawjs-social-auth,,,,
Atyantik/example-pawjs-sass,,,,
prescottprue/react-redux-firebase,50.0,0.0,125.0,-14.0
WebStudio523/react-redux-firebase-typescript-css-js,50.0,0.0,125.0,-14.0
akiran/react-slick,100.0,-20.0,5.0,-20.0
react-spring/react-spring,365.0,0.0,135.0,-349.05
drcmda/react-spring,365.0,0.0,135.0,-349.05
Whippyt/WhippytWebsite,,,,
sebischair/amelietor,,,,
boopathi/react-svg-loader,,,,
guiqui/react-timeline-gantt,,,,
guiqui/react-flow,,,,
bvaughn/react-virtualized,495.0,0.0,344.0,-100.0
reactabular/reactabular,40.0,0.0,,
reactiveui/ReactiveUI,2477.0,-231.0,1750.0,-216.0
reactiveui/Akavache,2477.0,-231.0,1750.0,-216.0
reactiveui/splat,2477.0,-231.0,1750.0,-216.0
reactiveui/punchclock,2477.0,-231.0,1750.0,-216.0
reactiveui/Pharmacist,2477.0,-231.0,1750.0,-216.0
reactiveui/Sextant,2477.0,-231.0,1750.0,-216.0
dotnet/reactive,,,,
ken107/read-aloud,,,,
karantin2020/readline,455.0,0.0,,
reakit/reakit,350.0,0.0,,
oxequa/realize,,,,
PyCQA/redbaron,530.0,-213.0,275.0,-213.0
PyCQA/baron,530.0,-213.0,275.0,-213.0
udleinati/redirect.center,,,,
cult-of-coders/redis-oplog,255.0,0.0,,
redom/redom,90.0,0.0,,
zalmoxisus/redux-devtools-extension,1083.0,0.0,2177.0,-570.0
prescottprue/redux-firebase,,,,
dimitri-a/fieldarray_sample,205.0,0.0,,
dimitri-a/redux-form-dispatch-error,205.0,0.0,,
camsong/redux-in-chinese,,,,
redux-saga/redux-saga,2683.0,0.0,2516.0,-352.0
joelbarbosa/redux-saga-pt_BR,2683.0,0.0,2516.0,-352.0
js-ru/redux-saga-ru,2683.0,0.0,2516.0,-352.0
reixs/reixs,,,,
relax/relax,300.0,-91.02000000000001,0.0,-159.9
pavjacko/renative,,,,
w3c/respec,,,,
JKHeadley/rest-hapi,,,,
Jurabek/Restaurant-App,,,,
restfb/restfb,,,,
saadq/resumake.io,,,,
revery-ui/revery,932.0,-50.0,49.0,-35.0
reviewdog/reviewdog,5.0,0.0,,
juliatashiro/riot,1396.0,-350.0,665.0,-500.0
dhowe/RiTa,,,,
jamesmfriedman/rmwc,556.0,0.0,,
uxpin-merge/rmwc-merge,556.0,0.0,,
pikapkg/web,8891.0,-4598.0,810.0,-475.0
rom-rb/rom,202.0,0.0,,
rsuite/rsuite,,,,
zhupingqi/RuiJi.Net,30.0,0.0,,
svartalf/rust-battery,10.0,0.0,,
rvm/ubuntu_rvm,650.0,0.0,,
saberland/saber,,,,
DaDlugosch/u2,6243.0,-3250.0,46.0,-1365.56
sahat/satellizer,1102.0,0.0,,
jbeard4/SCION,1150.0,-500.0,300.0,-500.0
sdkman/sdkman-db-migrations,852.1600000000001,-170.45,0.0,-45.0
xdamman/selection-sharer,,,,
serialport/node-serialport,130.0,0.0,,
twolfson/sexy-bash-prompt,20.0,0.0,,
alexjlockwood/ShapeShifter,434.0,0.0,,
badges/shields,1034.0,-130.67000000000002,129.0,-5.85
selmanozturk/Scoin4You,1034.0,-130.67000000000002,129.0,-5.85
kikeex/GraphQL-Sequelize-Mysql-example,1034.0,-130.67000000000002,129.0,-5.85
badges/daily-tests,1034.0,-130.67000000000002,129.0,-5.85
SciSharp/SiaNet,,,,
mohiva/play-silhouette,1020.0,-77.03,10.0,-69.0
minutemen/silhouette,1020.0,-77.03,10.0,-69.0
minutemen/silhouette-akka-http,1020.0,-77.03,10.0,-69.0
simplcommerce/SimplCommerce,,,,
aldeed/simple-schema-js,40.0,0.0,,
aldeed/node-simple-schema,40.0,0.0,,
newpanjing/simpleui,,,,
CanopyTax/single-spa,,,,
sinonjs/nise,199.0,0.0,3574.3999999999996,-496.0
sinonjs/formatio,199.0,0.0,3574.3999999999996,-496.0
sinonjs/referee,199.0,0.0,3574.3999999999996,-496.0
sinonjs/samsam,199.0,0.0,3574.3999999999996,-496.0
sinonjs/referee-sinon,199.0,0.0,3574.3999999999996,-496.0
sit-fyi/sit,0.0,-44.0,0.0,-4.0
mateeyow/sizzy-docker,100.0,0.0,,
skatejs/skatejs,1470.0,0.0,0.0,-144.71
yiom/sketchpad,,,,
social-manager-tools/socialmanagertools-igbot,,,,
social-manager-tools/socialmanagertools-gui,,,,
social-manager-tools/socialmanagertools-docs,,,,
social-manager-tools/socialmanagertools-twbot,,,,
social-manager-tools/socialmanagertools-fbbot,,,,
LearnBoost/socket.io,866.0,0.0,2770.0,-2400.0
gautamkrishnar/socli,,,,
solidusio/solidus,24615.0,0.0,,
sous-chefs/nginx,515.0,-14.99,255.0,-14.99
sous-chefs/java,515.0,-14.99,255.0,-14.99
sous-chefs/ruby_rbenv,515.0,-14.99,255.0,-14.99
sous-chefs/mysql,515.0,-14.99,255.0,-14.99
sous-chefs/postgresql,515.0,-14.99,255.0,-14.99
sous-chefs/php,515.0,-14.99,255.0,-14.99
sous-chefs/redisio,515.0,-14.99,255.0,-14.99
sous-chefs/apache2,515.0,-14.99,255.0,-14.99
sous-chefs/consul,515.0,-14.99,255.0,-14.99
sous-chefs/graphite,515.0,-14.99,255.0,-14.99
sous-chefs/haproxy,515.0,-14.99,255.0,-14.99
sous-chefs/nagios,515.0,-14.99,255.0,-14.99
sous-chefs/ruby_build,515.0,-14.99,255.0,-14.99
sous-chefs/percona,515.0,-14.99,255.0,-14.99
sous-chefs/openvpn,515.0,-14.99,255.0,-14.99
sous-chefs/kafka,515.0,-14.99,255.0,-14.99
sous-chefs/SublimeChef,515.0,-14.99,255.0,-14.99
sous-chefs/line,515.0,-14.99,255.0,-14.99
sous-chefs/mongodb,515.0,-14.99,255.0,-14.99
sous-chefs/grafana,515.0,-14.99,255.0,-14.99
sous-chefs/varnish,515.0,-14.99,255.0,-14.99
sous-chefs/vagrant,515.0,-14.99,255.0,-14.99
sous-chefs/rundeck,515.0,-14.99,255.0,-14.99
sous-chefs/ossec,515.0,-14.99,255.0,-14.99
sous-chefs/confluence,515.0,-14.99,255.0,-14.99
sous-chefs/mariadb,515.0,-14.99,255.0,-14.99
sous-chefs/vault,515.0,-14.99,255.0,-14.99
sous-chefs/passenger_apache2,515.0,-14.99,255.0,-14.99
sous-chefs/aptly,515.0,-14.99,255.0,-14.99
sous-chefs/samba,515.0,-14.99,255.0,-14.99
sous-chefs/squid,515.0,-14.99,255.0,-14.99
sous-chefs/keepalived,515.0,-14.99,255.0,-14.99
sous-chefs/nrpe,515.0,-14.99,255.0,-14.99
sous-chefs/dhcp,515.0,-14.99,255.0,-14.99
sous-chefs/snort,515.0,-14.99,255.0,-14.99
sous-chefs/filesystem,515.0,-14.99,255.0,-14.99
sous-chefs/selinux_policy,515.0,-14.99,255.0,-14.99
sous-chefs/language-chef,515.0,-14.99,255.0,-14.99
sous-chefs/chef-stunnel,515.0,-14.99,255.0,-14.99
sous-chefs/reprepro,515.0,-14.99,255.0,-14.99
sous-chefs/terraform-github-org,515.0,-14.99,255.0,-14.99
sous-chefs/smartmontools,515.0,-14.99,255.0,-14.99
sous-chefs/gpg,515.0,-14.99,255.0,-14.99
sous-chefs/unbound,515.0,-14.99,255.0,-14.99
sous-chefs/dnsmasq,515.0,-14.99,255.0,-14.99
sous-chefs/zabbix-agent,515.0,-14.99,255.0,-14.99
sous-chefs/nginx_simplecgi,515.0,-14.99,255.0,-14.99
sous-chefs/atom,515.0,-14.99,255.0,-14.99
sous-chefs/winrm,515.0,-14.99,255.0,-14.99
sous-chefs/chef-appveyor-ci,515.0,-14.99,255.0,-14.99
sous-chefs/website,515.0,-14.99,255.0,-14.99
sous-chefs/sensors,515.0,-14.99,255.0,-14.99
sous-chefs/control_groups,515.0,-14.99,255.0,-14.99
sous-chefs/nano,515.0,-14.99,255.0,-14.99
sous-chefs/kismet,515.0,-14.99,255.0,-14.99
sous-chefs/npm_lazy,515.0,-14.99,255.0,-14.99
sous-chefs/nexus,515.0,-14.99,255.0,-14.99
sous-chefs/vscode,515.0,-14.99,255.0,-14.99
sous-chefs/bsdcpio,515.0,-14.99,255.0,-14.99
sous-chefs/pulledpork,515.0,-14.99,255.0,-14.99
sous-chefs/repo-management,515.0,-14.99,255.0,-14.99
sous-chefs/sc-chruby,515.0,-14.99,255.0,-14.99
liuchengxu/space-vim,,,,
SpaceVim/SpaceVim,10.0,0.0,,
speedtracker/speedtracker,,,,
warecrer/SPLIT,1545.0,-74.0,1266.0,-499.0
nathancahill/split,100.0,0.0,,
nathancahill/Split.js,100.0,0.0,,
spyder-ide/spyder,4192.0,0.0,455.0,-441.0
spyder-ide/qtpy,4192.0,0.0,455.0,-441.0
spyder-ide/spyder-notebook,4192.0,0.0,455.0,-441.0
spyder-ide/spyder-vim,4192.0,0.0,455.0,-441.0
spyder-ide/qtsass,4192.0,0.0,455.0,-441.0
spyder-ide/pywinpty,4192.0,0.0,455.0,-441.0
spyder-ide/spyder-unittest,4192.0,0.0,455.0,-441.0
spyder-ide/website-spyder,4192.0,0.0,455.0,-441.0
spyder-ide/spyder-docs,4192.0,0.0,455.0,-441.0
spyder-ide/spyder-plugin-cookiecutter,4192.0,0.0,455.0,-441.0
spyder-ide/lektor-icon,4192.0,0.0,455.0,-441.0
spyder-ide/gettext-helpers,4192.0,0.0,455.0,-441.0
hrtemel/sqlex,,,,
gliderlabs/ssh,50.0,0.0,,
tg123/sshpiper,,,,
RichardLitt/standard-readme,,,,
bionicvapourboy/EDSHIPYARD,,,,
easystatic/easystatic,,,,
nh2/static-haskell-nix,157.0,0.0,,
ericalli/static-site-boilerplate,6.0,0.0,,
bazzite/statusfy,75.0,-34.86,5.0,-25.98
aloneguid/storage,,,,
storybookjs/storybook,3036.0,-182.0,5331.0,-4209.0
storybooks/storybook-package,3036.0,-182.0,5331.0,-4209.0
infinitered/addon-storyshots,3036.0,-182.0,5331.0,-4209.0
strapi/strapi,2020.0,-1300.0,430.0,-1300.0
streamlink/streamlink,211.0,0.0,626.22,-66.0
amurzeau/streamlink-debian,211.0,0.0,626.22,-66.0
streetmix/streetmix,580.0,-90.69,792.0,-43.68
Strider-CD/strider,24.0,0.0,,
styled-components/styled-components,3935.0,-400.0,1267.0,-250.0
jacobwgillespie/styled-icons,37.0,0.0,,
styleguidist/react-styleguidist,400.0,-127.0,175.0,-32.0
vsmith42/styleguide,,,,
stylelint/stylelint,303.0,0.0,14.0,-38.0
kins299/sub,,,,
sunrise-choir/meta,80.0,0.0,,
smooth-code/svgr,2212.0,-800.0,1212.0,-800.0
swaggo/swag,30.0,0.0,,
swc-project/swc,279.0,0.0,,
swoole/swoole-src,,,,
huanghantao/swoole-src-analysis,,,,
peraltawave/newsimage-react-app,,,,
peraltawave/newsimage-react-app-006,,,,
mfuentesg/SyncSettings,10.0,0.0,,
crazychicken/t-scroll,10.0,0.0,,
tabler/tabler,445.0,0.0,,
tabulapdf/tabula,336.0,0.0,,
tabulapdf/tabula-java,336.0,0.0,,
redmyers/484_P7_1-GUI,336.0,0.0,,
Tanibox/tania-core,,,,
NervJS/taro,,,,
go-task/task,45.0,-15.16,20.0,-18.0
yangshun/tech-interview-handbook,,,,
tellform/tellform,160.0,-129.91,0.0,-129.91
tenancy/tenancy,2182.7,-1117.48,510.0,-250.0
tenancy/framework,2182.7,-1117.48,510.0,-250.0
tenancy/multi-tenant,,,,
tessel/project,100.5,-14.74,356.0,-172.0
testing-library/testing-library-docs,445.0,0.0,,
sgm4231/lianquan,,,,
thpatch/thcrap,575.0,0.0,,
xdamman/tipbox,0.0,-35033.1,0.0,-12.0
oncletom/tld.js,,,,
teamtnt/tntsearch,210.0,0.0,,
togglz/togglz,60.0,-23.1,20.0,-11.81
tomatoes-app/tomatoes,,,,
torchgan/torchgan,,,,
trailsjs/trails,2815.5,0.0,0.0,-1812.0
stegano/transformium,,,,
pandabrand/acantrell-trellis,6683.0,-556.0,14.0,-150.0
Brooooooklyn/ts-import-plugin,,,,
TypedProject/ts-express-decorators,105.0,0.0,,
romakita/ts-express-decorators,105.0,0.0,,
libts/tslib,,,,
Turfjs/turf,3020.0,-1000.0,452.0,-1000.0
tuskyapp/Tusky,3029.0,-457.53,928.0,-200.0
seyhunak/twitter-bootstrap-rails,,,,
coppolaf/tb3-rails5,50.0,0.0,,
19majkel94/type-graphql,428.0,0.0,,
19majkel94/typegraphql-reflection-poc,428.0,0.0,,
typeorm/typeorm,3320.0,0.0,12795.0,-7000.0
asciphx/TypeScript-ele-admin,3320.0,0.0,12795.0,-7000.0
nobrainr/typescript-webpack-starter,,,,
ua-parser/uap-core,15.0,0.0,,
ubiety/Ubiety.Xmpp.Core,,,,
ubiety/Ubiety.Scram.Core,,,,
ubiety/Ubiety.StyleCop,,,,
alibaba/uform,,,,
LasseRafn/ui-avatars,66.0,0.0,,
LasseRafn/php-initial-avatar-generator,,,,
CrackerakiUA/ui-cropper,,,,
ntmuigrid/ntmuigrid,28.0,0.0,,
wxsms/uiv,,,,
umijs/umi,,,,
mdx-js/mdx,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark,21199.0,-8998.0,2.0,-4320.0
retextjs/retext,21199.0,-8998.0,2.0,-4320.0
unifiedjs/unified,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-lint,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-react,21199.0,-8998.0,2.0,-4320.0
vfile/vfile,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-keywords,21199.0,-8998.0,2.0,-4320.0
micromark/micromark,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-sentiment,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-toc,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-simplify,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-man,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-html,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-equality,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-github,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-visit,21199.0,-8998.0,2.0,-4320.0
remarkjs/strip-markdown,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hastscript,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-validate-links,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-spell,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-readability,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-vdom,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype-minify,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-frontmatter,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-smartypants,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-usage,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-highlight.js,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-slug,21199.0,-8998.0,2.0,-4320.0
unifiedjs/unified-engine,21199.0,-8998.0,2.0,-4320.0
syntax-tree/mdast-util-toc,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-textr,21199.0,-8998.0,2.0,-4320.0
vfile/to-vfile,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-select,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-rehype,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-emoji,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-builder,21199.0,-8998.0,2.0,-4320.0
syntax-tree/mdast-util-to-hast,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-profanities,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-to-html,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-to-hyperscript,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-pos,21199.0,-8998.0,2.0,-4320.0
unifiedjs/unified-args,21199.0,-8998.0,2.0,-4320.0
vfile/vfile-reporter,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-autolink-headings,21199.0,-8998.0,2.0,-4320.0
vfile/vfile-to-eslint,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-inspect,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype-highlight,21199.0,-8998.0,2.0,-4320.0
vfile/vfile-reporter-pretty,21199.0,-8998.0,2.0,-4320.0
syntax-tree/nlcst-to-string,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-sanitize,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-breaks,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-external-links,21199.0,-8998.0,2.0,-4320.0
syntax-tree/mdast-util-to-string,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-is,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-unwrap-images,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-contributors,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype-document,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-bookmarks,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-visit-parents,21199.0,-8998.0,2.0,-4320.0
unifiedjs/unified-diff,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-map,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-passive,21199.0,-8998.0,2.0,-4320.0
syntax-tree/mdast-zone,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype-slug,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-intensify,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-indefinite-article,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-license,21199.0,-8998.0,2.0,-4320.0
remarkjs/gulp-remark,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-select,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype-remark,21199.0,-8998.0,2.0,-4320.0
syntax-tree/nlcst-search,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-parse-selector,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype-format,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-inline-links,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-reference-links,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-defsplit,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype-sanitize,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype-raw,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-to-mdast,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype-retext,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-to-text,21199.0,-8998.0,2.0,-4320.0
unifiedjs/unified-engine-atom,21199.0,-8998.0,2.0,-4320.0
syntax-tree/mdast-comment-marker,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-strip-badges,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-retext,21199.0,-8998.0,2.0,-4320.0
syntax-tree/mdast-util-heading-range,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-remove-position,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-images,21199.0,-8998.0,2.0,-4320.0
syntax-tree/mdast-util-to-nlcst,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-quotes,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-embed-images,21199.0,-8998.0,2.0,-4320.0
syntax-tree/nlcst-is-literal,21199.0,-8998.0,2.0,-4320.0
syntax-tree/nlcst-normalize,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-remove,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-from-dom,21199.0,-8998.0,2.0,-4320.0
vfile/vfile-find-up,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype-autolink-headings,21199.0,-8998.0,2.0,-4320.0
rehypejs/rehype-picture,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-comment-config,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-is-element,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-repeated-words,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-message-control,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-find-all-before,21199.0,-8998.0,2.0,-4320.0
vfile/vfile-message,21199.0,-8998.0,2.0,-4320.0
vfile/vfile-location,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-git-contributors,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-position,21199.0,-8998.0,2.0,-4320.0
vfile/vfile-reporter-folder-json,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-from-parse5,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-find-all-after,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-filter,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-to-dom,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-heading-gap,21199.0,-8998.0,2.0,-4320.0
remarkjs/grunt-remark,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-stringify-position,21199.0,-8998.0,2.0,-4320.0
unifiedjs/unified-engine-gulp,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-sentence-spacing,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-source,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-modify-children,21199.0,-8998.0,2.0,-4320.0
syntax-tree/mdast-normalize-headings,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-yaml-config,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-index,21199.0,-8998.0,2.0,-4320.0
vfile/vfile-sort,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-contractions,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-diacritics,21199.0,-8998.0,2.0,-4320.0
syntax-tree/mdast-util-definitions,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-visit-children,21199.0,-8998.0,2.0,-4320.0
unifiedjs/unified-stream,21199.0,-8998.0,2.0,-4320.0
unifiedjs/unified-message-control,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-to-snabbdom,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-midas,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-find-after,21199.0,-8998.0,2.0,-4320.0
